model,rank,encoded_feature,original_feature,encoded_category,feature_type,feature_family,mean_abs_shap,mean_shap,business_meaning
stage5_lightgbm_smote_gpu,123,LIVINGAREA_MEDI,LIVINGAREA_MEDI,,numeric,other,0.0020867249399154023,0.00062345303422752,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,124,LIVINGAREA_MODE,LIVINGAREA_MODE,,numeric,other,0.0020567116350892413,-3.749582513616511e-05,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,125,NAME_FAMILY_STATUS_Separated,NAME_FAMILY_STATUS,Separated,one_hot,categorical_profile,0.002032307391499099,-0.0010604426441569769,婚姻/家庭状态。
stage5_lightgbm_smote_gpu,126,ORGANIZATION_TYPE_Kindergarten,ORGANIZATION_TYPE,Kindergarten,one_hot,categorical_profile,0.0019883154229452327,-0.0013545266636914395,工作单位/组织类型。
stage5_lightgbm_smote_gpu,127,BASEMENTAREA_AVG,BASEMENTAREA_AVG,,numeric,other,0.0019727033739763795,-0.0004741645235122719,居住房屋地下室面积相关标准化信息，属于居住条件特征。
stage5_lightgbm_smote_gpu,128,NONLIVINGAREA_AVG,NONLIVINGAREA_AVG,,numeric,other,0.001903441799825881,-0.0005426157188720712,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,129,BASEMENTAREA_MODE,BASEMENTAREA_MODE,,numeric,other,0.0018688803240545155,-0.0005805626793811149,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,130,LIVINGAREA_AVG,LIVINGAREA_AVG,,numeric,other,0.0018393300569186628,-0.00013831002892691273,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,131,NAME_INCOME_TYPE_State servant,NAME_INCOME_TYPE,State servant,one_hot,categorical_profile,0.0018378511755394486,-0.0018112300934830167,收入来源类型。
stage5_lightgbm_smote_gpu,132,LIVINGAPARTMENTS_AVG,LIVINGAPARTMENTS_AVG,,numeric,other,0.0018201797886704034,-0.000484230472448507,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,133,APARTMENTS_AVG,APARTMENTS_AVG,,numeric,other,0.0017644942684153422,0.000213729645216791,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,134,COMMONAREA_AVG,COMMONAREA_AVG,,numeric,other,0.0016916461385308435,-0.0002290509834143734,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,135,NAME_CONTRACT_TYPE_Revolving loans,NAME_CONTRACT_TYPE,Revolving loans,one_hot,categorical_profile,0.001659537102651169,-0.0008549184813860337,贷款产品类型。
stage5_lightgbm_smote_gpu,136,NONLIVINGAREA_MODE,NONLIVINGAREA_MODE,,numeric,other,0.0016520337492517791,3.0202938929309353e-05,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,137,NAME_EDUCATION_TYPE_Lower secondary,NAME_EDUCATION_TYPE,Lower secondary,one_hot,categorical_profile,0.0016475267009786404,-0.00016112470935906927,教育程度。
stage5_lightgbm_smote_gpu,138,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_WEEK,,numeric,amount_and_ratio,0.0016402397429473871,-0.0004869525590779829,Number of enquiries to Credit Bureau about the client one week before application (excluding one day before application)
stage5_lightgbm_smote_gpu,139,APARTMENTS_MEDI,APARTMENTS_MEDI,,numeric,other,0.0015124016466059158,0.00013737933097540653,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,140,YEARS_BUILD_AVG,YEARS_BUILD_AVG,,numeric,other,0.0014640524166918874,-0.0004926194961201702,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,141,BASEMENTAREA_MEDI,BASEMENTAREA_MEDI,,numeric,other,0.0014500848029804464,-0.00011709904521103461,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,142,NAME_EDUCATION_TYPE_Incomplete higher,NAME_EDUCATION_TYPE,Incomplete higher,one_hot,categorical_profile,0.0014150448258900814,-0.0011349472482935126,教育程度。
stage5_lightgbm_smote_gpu,143,LANDAREA_MEDI,LANDAREA_MEDI,,numeric,other,0.0013923632834003943,5.1990178087819125e-05,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,144,LIVINGAPARTMENTS_MEDI,LIVINGAPARTMENTS_MEDI,,numeric,other,0.0013723524030368308,0.00012360074484279337,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,145,ENTRANCES_AVG,ENTRANCES_AVG,,numeric,other,0.0013288229189240292,7.149105939397879e-05,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,146,NONLIVINGAPARTMENTS_AVG,NONLIVINGAPARTMENTS_AVG,,numeric,other,0.0012638341064252806,-0.00049751378732261,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,147,ORGANIZATION_TYPE_Security Ministries,ORGANIZATION_TYPE,Security Ministries,one_hot,categorical_profile,0.0012561581355462054,-0.0001770344996583465,工作单位/组织类型。
stage5_lightgbm_smote_gpu,148,ORGANIZATION_TYPE_Industry: type 3,ORGANIZATION_TYPE,Industry: type 3,one_hot,categorical_profile,0.0011970880303545435,-0.00019884397660908953,工作单位/组织类型。
stage5_lightgbm_smote_gpu,149,NONLIVINGAREA_MEDI,NONLIVINGAREA_MEDI,,numeric,other,0.0011835661542267033,-1.5179204316200682e-05,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,150,YEARS_BUILD_MODE,YEARS_BUILD_MODE,,numeric,other,0.0011687506489279804,-0.00027354161126763246,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,151,ORGANIZATION_TYPE_XNA,ORGANIZATION_TYPE,XNA,one_hot,categorical_profile,0.0011215736640907195,0.00021657122999262448,工作单位/组织类型。
stage5_lightgbm_smote_gpu,152,REG_REGION_NOT_WORK_REGION,REG_REGION_NOT_WORK_REGION,,numeric,other,0.0011155988327845017,-0.0010623918712192699,"Flag if client's permanent address does not match work address (1=different, 0=same, at region level)"
stage5_lightgbm_smote_gpu,153,ELEVATORS_MEDI,ELEVATORS_MEDI,,numeric,other,0.00102315914891411,-1.8654092325149795e-05,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,154,OCCUPATION_TYPE_Cleaning staff,OCCUPATION_TYPE,Cleaning staff,one_hot,categorical_profile,0.0010219803413223155,0.00010362163575921328,职业类型。
stage5_lightgbm_smote_gpu,155,NONLIVINGAPARTMENTS_MODE,NONLIVINGAPARTMENTS_MODE,,numeric,other,0.0009844945443750258,-4.148046935756831e-05,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,156,OCCUPATION_TYPE_Medicine staff,OCCUPATION_TYPE,Medicine staff,one_hot,categorical_profile,0.0009552316857889522,-0.0008698919788366978,职业类型。
stage5_lightgbm_smote_gpu,157,LIVINGAPARTMENTS_MODE,LIVINGAPARTMENTS_MODE,,numeric,other,0.0009417427789953919,-0.00031856045840733657,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,158,CNT_FAM_MEMBERS,CNT_FAM_MEMBERS,,numeric,family_structure,0.0008077991759305439,0.000131168807669939,How many family members does client have
stage5_lightgbm_smote_gpu,159,children_ratio,children_ratio,,numeric,amount_and_ratio,0.000799647120609994,-9.17110812323837e-05,家庭中儿童占比，反映家庭抚养压力。
stage5_lightgbm_smote_gpu,160,ORGANIZATION_TYPE_Realtor,ORGANIZATION_TYPE,Realtor,one_hot,categorical_profile,0.0007904636816233407,-5.312959542454423e-05,工作单位/组织类型。
stage5_lightgbm_smote_gpu,161,NAME_TYPE_SUITE_Children,NAME_TYPE_SUITE,Children,one_hot,categorical_profile,0.0007541091670999494,-0.00034079587748498384,Who was accompanying client when he was applying for the loan
stage5_lightgbm_smote_gpu,162,FONDKAPREMONT_MODE_not specified,FONDKAPREMONT_MODE,not specified,one_hot,other,0.0007440634428617012,-0.00031289023131581364,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,163,OCCUPATION_TYPE_Low-skill Laborers,OCCUPATION_TYPE,Low-skill Laborers,one_hot,categorical_profile,0.000725170998586915,-0.0003415802697364855,职业类型。
stage5_lightgbm_smote_gpu,164,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAPARTMENTS_MEDI,,numeric,other,0.0007208135472132239,-8.639013839859375e-05,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,165,ORGANIZATION_TYPE_Hotel,ORGANIZATION_TYPE,Hotel,one_hot,categorical_profile,0.0006360321221033739,-0.00032396730662463365,工作单位/组织类型。
stage5_lightgbm_smote_gpu,166,ORGANIZATION_TYPE_Other,ORGANIZATION_TYPE,Other,one_hot,categorical_profile,0.0006085682253607562,-5.319663437287778e-05,工作单位/组织类型。
stage5_lightgbm_smote_gpu,167,HOUSETYPE_MODE_specific housing,HOUSETYPE_MODE,specific housing,one_hot,other,0.0005450457560195209,-1.4130842526097297e-05,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,168,ORGANIZATION_TYPE_Trade: type 7,ORGANIZATION_TYPE,Trade: type 7,one_hot,categorical_profile,0.000539870331051158,-0.00011367805429466808,工作单位/组织类型。
stage5_lightgbm_smote_gpu,169,ORGANIZATION_TYPE_Medicine,ORGANIZATION_TYPE,Medicine,one_hot,categorical_profile,0.0005385828401300201,-0.00034457883058654703,工作单位/组织类型。
stage5_lightgbm_smote_gpu,170,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_LIVE_REGION,,numeric,other,0.000488189064643974,-0.00021591844345535488,"Flag if client's permanent address does not match contact address (1=different, 0=same, at region level)"
stage5_lightgbm_smote_gpu,171,LIVE_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,,numeric,other,0.0004739781502572468,-0.0002852431780330931,"Flag if client's contact address does not match work address (1=different, 0=same, at region level)"
stage5_lightgbm_smote_gpu,172,OCCUPATION_TYPE_Security staff,OCCUPATION_TYPE,Security staff,one_hot,categorical_profile,0.0004527456950161457,-0.00011709415194105899,职业类型。
stage5_lightgbm_smote_gpu,173,ORGANIZATION_TYPE_Electricity,ORGANIZATION_TYPE,Electricity,one_hot,categorical_profile,0.0004426811049278578,-0.0002492089186423923,工作单位/组织类型。
stage5_lightgbm_smote_gpu,174,FLOORSMIN_MEDI,FLOORSMIN_MEDI,,numeric,other,0.0004019638362058335,-8.908851162419414e-05,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,175,ORGANIZATION_TYPE_Trade: type 1,ORGANIZATION_TYPE,Trade: type 1,one_hot,categorical_profile,0.00039333105281865843,0.0001379080909245412,工作单位/组织类型。
stage5_lightgbm_smote_gpu,176,ORGANIZATION_TYPE_Trade: type 3,ORGANIZATION_TYPE,Trade: type 3,one_hot,categorical_profile,0.0003404175373113865,-8.657205516645814e-05,工作单位/组织类型。
stage5_lightgbm_smote_gpu,177,NAME_HOUSING_TYPE_Municipal apartment,NAME_HOUSING_TYPE,Municipal apartment,one_hot,categorical_profile,0.00033317572159646564,3.6038006085000474e-05,居住情况。
stage5_lightgbm_smote_gpu,178,OCCUPATION_TYPE_Managers,OCCUPATION_TYPE,Managers,one_hot,categorical_profile,0.0003264729534262676,-0.00021003304814319748,职业类型。
stage5_lightgbm_smote_gpu,179,NAME_HOUSING_TYPE_Office apartment,NAME_HOUSING_TYPE,Office apartment,one_hot,categorical_profile,0.00032154820238979015,-1.1528958002793258e-05,居住情况。
stage5_lightgbm_smote_gpu,180,FLOORSMIN_AVG,FLOORSMIN_AVG,,numeric,other,0.00032125151151072597,-6.837417212271881e-05,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,181,ORGANIZATION_TYPE_Transport: type 4,ORGANIZATION_TYPE,Transport: type 4,one_hot,categorical_profile,0.00031158777092243277,-5.616382933651384e-05,工作单位/组织类型。
stage5_lightgbm_smote_gpu,182,HOUSETYPE_MODE_terraced house,HOUSETYPE_MODE,terraced house,one_hot,other,0.0003047229417205275,-7.759505032794279e-05,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,183,WALLSMATERIAL_MODE_Block,WALLSMATERIAL_MODE,Block,one_hot,other,0.000304020326979403,0.00011441010567471416,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,184,FLOORSMIN_MODE,FLOORSMIN_MODE,,numeric,other,0.0002993838280362248,-5.298348808808748e-05,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,185,NAME_EDUCATION_TYPE___RARE__,NAME_EDUCATION_TYPE,__RARE__,one_hot,categorical_profile,0.00029909673076777355,-7.82938547712638e-05,教育程度。
stage5_lightgbm_smote_gpu,186,ORGANIZATION_TYPE_Postal,ORGANIZATION_TYPE,Postal,one_hot,categorical_profile,0.00029304715001443203,-0.00018289635110685316,工作单位/组织类型。
stage5_lightgbm_smote_gpu,187,OCCUPATION_TYPE_Private service staff,OCCUPATION_TYPE,Private service staff,one_hot,categorical_profile,0.00026927270552927707,-7.718529857580121e-05,职业类型。
stage5_lightgbm_smote_gpu,188,ELEVATORS_AVG,ELEVATORS_AVG,,numeric,other,0.000262755803764896,9.963367378827813e-05,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,189,OCCUPATION_TYPE_Waiters/barmen staff,OCCUPATION_TYPE,Waiters/barmen staff,one_hot,categorical_profile,0.00026068790833726007,5.079955593905922e-05,职业类型。
stage5_lightgbm_smote_gpu,190,ORGANIZATION_TYPE_Housing,ORGANIZATION_TYPE,Housing,one_hot,categorical_profile,0.00025847606151583236,-0.00018797652611136106,工作单位/组织类型。
stage5_lightgbm_smote_gpu,191,NAME_TYPE_SUITE_Other_B,NAME_TYPE_SUITE,Other_B,one_hot,categorical_profile,0.00024184221918779615,-4.578284749304294e-05,Who was accompanying client when he was applying for the loan
stage5_lightgbm_smote_gpu,192,ORGANIZATION_TYPE_Transport: type 2,ORGANIZATION_TYPE,Transport: type 2,one_hot,categorical_profile,0.0002123587664353992,-1.215631222230439e-05,工作单位/组织类型。
stage5_lightgbm_smote_gpu,193,NAME_HOUSING_TYPE_Co-op apartment,NAME_HOUSING_TYPE,Co-op apartment,one_hot,categorical_profile,0.00020322875675254885,6.376765529611554e-06,居住情况。
stage5_lightgbm_smote_gpu,194,"NAME_TYPE_SUITE_Spouse, partner",NAME_TYPE_SUITE,"Spouse, partner",one_hot,categorical_profile,0.00019436628760464297,-5.311519492717509e-05,Who was accompanying client when he was applying for the loan
stage5_lightgbm_smote_gpu,195,FONDKAPREMONT_MODE_org spec account,FONDKAPREMONT_MODE,org spec account,one_hot,other,0.00019283448334748534,1.504434916333438e-05,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,196,ORGANIZATION_TYPE_Restaurant,ORGANIZATION_TYPE,Restaurant,one_hot,categorical_profile,0.00017065474900027658,-4.715530366575534e-05,工作单位/组织类型。
stage5_lightgbm_smote_gpu,197,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_HOUR,,numeric,amount_and_ratio,0.00016221177196455906,-6.091451424922115e-05,Number of enquiries to Credit Bureau about the client one hour before application
stage5_lightgbm_smote_gpu,198,ORGANIZATION_TYPE_Business Entity Type 2,ORGANIZATION_TYPE,Business Entity Type 2,one_hot,categorical_profile,0.0001612391460915734,2.83967776594842e-05,工作单位/组织类型。
stage5_lightgbm_smote_gpu,199,WALLSMATERIAL_MODE_Others,WALLSMATERIAL_MODE,Others,one_hot,other,0.0001576655886043187,-6.722340433208188e-05,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,200,FLAG_DOCUMENT_8,FLAG_DOCUMENT_8,,numeric,flags_and_contacts,0.00014142236062307908,-6.447445247056063e-06,申请材料中的文件提交标记，反映材料完整性。
stage5_lightgbm_smote_gpu,201,FONDKAPREMONT_MODE_reg oper spec account,FONDKAPREMONT_MODE,reg oper spec account,one_hot,other,0.000127111515082911,1.5785799492122935e-05,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,202,ORGANIZATION_TYPE_Business Entity Type 1,ORGANIZATION_TYPE,Business Entity Type 1,one_hot,categorical_profile,0.0001232168022987909,2.0395919240361538e-05,工作单位/组织类型。
stage5_lightgbm_smote_gpu,203,ORGANIZATION_TYPE_Government,ORGANIZATION_TYPE,Government,one_hot,categorical_profile,0.00012273440490544215,-3.1900369717300386e-06,工作单位/组织类型。
stage5_lightgbm_smote_gpu,204,OCCUPATION_TYPE_Secretaries,OCCUPATION_TYPE,Secretaries,one_hot,categorical_profile,0.00011589538424107052,-6.726778809805476e-05,职业类型。
stage5_lightgbm_smote_gpu,205,NAME_HOUSING_TYPE_Rented apartment,NAME_HOUSING_TYPE,Rented apartment,one_hot,categorical_profile,0.00010403629933163239,2.2367288558560053e-05,居住情况。
stage5_lightgbm_smote_gpu,206,ORGANIZATION_TYPE_Police,ORGANIZATION_TYPE,Police,one_hot,categorical_profile,0.00010258123527501525,-4.260170964835889e-05,工作单位/组织类型。
stage5_lightgbm_smote_gpu,207,WALLSMATERIAL_MODE_Wooden,WALLSMATERIAL_MODE,Wooden,one_hot,other,9.743377247199601e-05,-4.867011398652889e-05,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,208,ORGANIZATION_TYPE_Security,ORGANIZATION_TYPE,Security,one_hot,categorical_profile,7.836942612523553e-05,2.9974477942825302e-05,工作单位/组织类型。
stage5_lightgbm_smote_gpu,209,ORGANIZATION_TYPE_Industry: type 11,ORGANIZATION_TYPE,Industry: type 11,one_hot,categorical_profile,7.380446147448106e-05,-4.631859542169439e-05,工作单位/组织类型。
stage5_lightgbm_smote_gpu,210,ORGANIZATION_TYPE_Bank,ORGANIZATION_TYPE,Bank,one_hot,categorical_profile,7.13113175984917e-05,-1.7116551123474948e-05,工作单位/组织类型。
stage5_lightgbm_smote_gpu,211,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_DAY,,numeric,amount_and_ratio,6.965481592163744e-05,3.8374369471389144e-06,Number of enquiries to Credit Bureau about the client one day before application (excluding one hour before application)
stage5_lightgbm_smote_gpu,212,OCCUPATION_TYPE_Cooking staff,OCCUPATION_TYPE,Cooking staff,one_hot,categorical_profile,5.7899913625289933e-05,-2.387878726445582e-05,职业类型。
stage5_lightgbm_smote_gpu,213,EMERGENCYSTATE_MODE_Yes,EMERGENCYSTATE_MODE,Yes,one_hot,other,5.761683982565877e-05,1.867883921468618e-06,居住房屋所在区域的紧急状态标记。
stage5_lightgbm_smote_gpu,214,NAME_TYPE_SUITE___MISSING__,NAME_TYPE_SUITE,__MISSING__,one_hot,categorical_profile,5.502489579356564e-05,-3.0460125987641045e-05,Who was accompanying client when he was applying for the loan
stage5_lightgbm_smote_gpu,215,ORGANIZATION_TYPE_Culture,ORGANIZATION_TYPE,Culture,one_hot,categorical_profile,5.269662327058322e-05,-2.7304315775499422e-05,工作单位/组织类型。
stage5_lightgbm_smote_gpu,216,FLAG_DOCUMENT_16,FLAG_DOCUMENT_16,,numeric,flags_and_contacts,4.795984703171338e-05,1.5834404472873286e-05,申请材料中的文件提交标记，反映材料完整性。
stage5_lightgbm_smote_gpu,217,ORGANIZATION_TYPE_Telecom,ORGANIZATION_TYPE,Telecom,one_hot,categorical_profile,4.063431151878485e-05,-9.686932359108262e-06,工作单位/组织类型。
stage5_lightgbm_smote_gpu,218,NAME_TYPE_SUITE___RARE__,NAME_TYPE_SUITE,__RARE__,one_hot,categorical_profile,3.906954654784026e-05,-3.3375223291138703e-05,Who was accompanying client when he was applying for the loan
stage5_lightgbm_smote_gpu,219,FLAG_CONT_MOBILE,FLAG_CONT_MOBILE,,numeric,flags_and_contacts,3.867436924314693e-05,-5.574483326542637e-07,布尔标记类字段，反映申请材料、联系方式或资产信息是否存在。
stage5_lightgbm_smote_gpu,220,FLAG_DOCUMENT_18,FLAG_DOCUMENT_18,,numeric,flags_and_contacts,3.7503285680631776e-05,-9.577191671775904e-06,申请材料中的文件提交标记，反映材料完整性。
stage5_lightgbm_smote_gpu,221,ORGANIZATION_TYPE_Advertising,ORGANIZATION_TYPE,Advertising,one_hot,categorical_profile,3.453636521236227e-05,-3.149574978982844e-05,工作单位/组织类型。
stage5_lightgbm_smote_gpu,222,ORGANIZATION_TYPE_Trade: type 6,ORGANIZATION_TYPE,Trade: type 6,one_hot,categorical_profile,2.7611947382419297e-05,-1.6017582456668697e-05,工作单位/组织类型。
stage5_lightgbm_smote_gpu,223,WALLSMATERIAL_MODE_Mixed,WALLSMATERIAL_MODE,Mixed,one_hot,other,2.6571799026489152e-05,-1.4727378400157929e-06,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,224,ORGANIZATION_TYPE_Industry: type 2,ORGANIZATION_TYPE,Industry: type 2,one_hot,categorical_profile,2.5976538468542602e-05,-1.8706817380441157e-05,工作单位/组织类型。
stage5_lightgbm_smote_gpu,225,ORGANIZATION_TYPE_Services,ORGANIZATION_TYPE,Services,one_hot,categorical_profile,2.532022749505936e-05,-1.3368901921931496e-06,工作单位/组织类型。
stage5_lightgbm_smote_gpu,226,ORGANIZATION_TYPE_Mobile,ORGANIZATION_TYPE,Mobile,one_hot,categorical_profile,2.1165488156438908e-05,-1.7846459362683513e-05,工作单位/组织类型。
stage5_lightgbm_smote_gpu,227,ORGANIZATION_TYPE_University,ORGANIZATION_TYPE,University,one_hot,categorical_profile,2.071759310816506e-05,-1.3786499587959423e-05,工作单位/组织类型。
stage5_lightgbm_smote_gpu,228,ORGANIZATION_TYPE_Industry: type 4,ORGANIZATION_TYPE,Industry: type 4,one_hot,categorical_profile,1.8729291673112332e-05,3.682311695675755e-06,工作单位/组织类型。
stage5_lightgbm_smote_gpu,229,OCCUPATION_TYPE_Realty agents,OCCUPATION_TYPE,Realty agents,one_hot,categorical_profile,1.7752640571306514e-05,1.107366879597397e-05,职业类型。
stage5_lightgbm_smote_gpu,230,FLAG_DOCUMENT_19,FLAG_DOCUMENT_19,,numeric,flags_and_contacts,1.5406347181469745e-05,1.6908548671510949e-06,申请材料中的文件提交标记，反映材料完整性。
stage5_lightgbm_smote_gpu,231,NAME_INCOME_TYPE_infrequent_sklearn,NAME_INCOME_TYPE,infrequent_sklearn,one_hot,categorical_profile,1.2616549888154277e-05,-1.2616549888154277e-05,收入来源类型。
stage5_lightgbm_smote_gpu,232,ORGANIZATION_TYPE_Industry: type 1,ORGANIZATION_TYPE,Industry: type 1,one_hot,categorical_profile,1.106575755096601e-05,-2.118900627433002e-07,工作单位/组织类型。
stage5_lightgbm_smote_gpu,233,FLAG_DOCUMENT_2,FLAG_DOCUMENT_2,,numeric,flags_and_contacts,7.620023347063017e-06,-7.620023347063017e-06,申请材料中的文件提交标记，反映材料完整性。
stage5_lightgbm_smote_gpu,234,ORGANIZATION_TYPE_Agriculture,ORGANIZATION_TYPE,Agriculture,one_hot,categorical_profile,7.340508439315523e-06,-3.093097777948951e-06,工作单位/组织类型。
