model,rank,encoded_feature,original_feature,encoded_category,feature_type,feature_family,importance_gain,importance_split,business_meaning
stage5_lightgbm_smote_gpu,130,YEARS_BUILD_MODE,YEARS_BUILD_MODE,,numeric,other,462.9406580924988,36,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,131,LIVINGAPARTMENTS_AVG,LIVINGAPARTMENTS_AVG,,numeric,other,460.37438774108887,38,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,132,LIVINGAPARTMENTS_MODE,LIVINGAPARTMENTS_MODE,,numeric,other,455.54496002197266,37,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,133,LIVINGAPARTMENTS_MEDI,LIVINGAPARTMENTS_MEDI,,numeric,other,449.0930495262146,34,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,134,ENTRANCES_AVG,ENTRANCES_AVG,,numeric,other,433.6114993095398,35,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,135,LIVINGAREA_MEDI,LIVINGAREA_MEDI,,numeric,other,417.070481300354,30,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,136,APARTMENTS_MEDI,APARTMENTS_MEDI,,numeric,other,413.92251110076904,36,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,137,LIVE_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,,numeric,other,383.4829788208008,11,"Flag if client's contact address does not match work address (1=different, 0=same, at region level)"
stage5_lightgbm_smote_gpu,138,NAME_INCOME_TYPE_Pensioner,NAME_INCOME_TYPE,Pensioner,one_hot,categorical_profile,368.06800174713135,5,收入来源类型。
stage5_lightgbm_smote_gpu,139,ORGANIZATION_TYPE_Industry: type 9,ORGANIZATION_TYPE,Industry: type 9,one_hot,categorical_profile,349.5275707244873,33,工作单位/组织类型。
stage5_lightgbm_smote_gpu,140,ORGANIZATION_TYPE_Military,ORGANIZATION_TYPE,Military,one_hot,categorical_profile,344.16905212402344,33,工作单位/组织类型。
stage5_lightgbm_smote_gpu,141,CNT_FAM_MEMBERS,CNT_FAM_MEMBERS,,numeric,family_structure,328.8724684715271,28,How many family members does client have
stage5_lightgbm_smote_gpu,142,NAME_HOUSING_TYPE_With parents,NAME_HOUSING_TYPE,With parents,one_hot,categorical_profile,322.3149585723877,17,居住情况。
stage5_lightgbm_smote_gpu,143,FLAG_EMAIL,FLAG_EMAIL,,numeric,flags_and_contacts,317.7499761581421,15,布尔标记类字段，反映申请材料、联系方式或资产信息是否存在。
stage5_lightgbm_smote_gpu,144,HOUSETYPE_MODE___MISSING__,HOUSETYPE_MODE,__MISSING__,one_hot,other,316.05840492248535,11,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,145,NAME_TYPE_SUITE_Children,NAME_TYPE_SUITE,Children,one_hot,categorical_profile,315.1872673034668,16,Who was accompanying client when he was applying for the loan
stage5_lightgbm_smote_gpu,146,FONDKAPREMONT_MODE_reg oper account,FONDKAPREMONT_MODE,reg oper account,one_hot,other,301.32544708251953,16,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,147,CNT_CHILDREN,CNT_CHILDREN,,numeric,family_structure,299.051819562912,32,Number of children the client has
stage5_lightgbm_smote_gpu,148,ORGANIZATION_TYPE_Realtor,ORGANIZATION_TYPE,Realtor,one_hot,categorical_profile,258.80985713005066,18,工作单位/组织类型。
stage5_lightgbm_smote_gpu,149,NONLIVINGAPARTMENTS_MODE,NONLIVINGAPARTMENTS_MODE,,numeric,other,250.5706582069397,20,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,150,FLAG_DOCUMENT_5,FLAG_DOCUMENT_5,,numeric,flags_and_contacts,245.7966969013214,22,申请材料中的文件提交标记，反映材料完整性。
stage5_lightgbm_smote_gpu,151,FLOORSMIN_MODE,FLOORSMIN_MODE,,numeric,other,237.9930281639099,13,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,152,ORGANIZATION_TYPE_XNA,ORGANIZATION_TYPE,XNA,one_hot,categorical_profile,230.31410217285156,2,工作单位/组织类型。
stage5_lightgbm_smote_gpu,153,FLOORSMIN_AVG,FLOORSMIN_AVG,,numeric,other,227.75383806228638,18,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,154,children_ratio,children_ratio,,numeric,amount_and_ratio,224.16770839691162,16,家庭中儿童占比，反映家庭抚养压力。
stage5_lightgbm_smote_gpu,155,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_WEEK,,numeric,amount_and_ratio,197.95227003097534,16,Number of enquiries to Credit Bureau about the client one week before application (excluding one day before application)
stage5_lightgbm_smote_gpu,156,OCCUPATION_TYPE_Managers,OCCUPATION_TYPE,Managers,one_hot,categorical_profile,190.65479946136475,6,职业类型。
stage5_lightgbm_smote_gpu,157,OCCUPATION_TYPE_Cleaning staff,OCCUPATION_TYPE,Cleaning staff,one_hot,categorical_profile,187.0540008544922,13,职业类型。
stage5_lightgbm_smote_gpu,158,OCCUPATION_TYPE_Security staff,OCCUPATION_TYPE,Security staff,one_hot,categorical_profile,171.3866991996765,15,职业类型。
stage5_lightgbm_smote_gpu,159,ORGANIZATION_TYPE_Kindergarten,ORGANIZATION_TYPE,Kindergarten,one_hot,categorical_profile,165.6198501586914,15,工作单位/组织类型。
stage5_lightgbm_smote_gpu,160,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAPARTMENTS_MEDI,,numeric,other,165.11078882217407,15,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,161,OCCUPATION_TYPE_Low-skill Laborers,OCCUPATION_TYPE,Low-skill Laborers,one_hot,categorical_profile,159.08692836761475,11,职业类型。
stage5_lightgbm_smote_gpu,162,OCCUPATION_TYPE_Medicine staff,OCCUPATION_TYPE,Medicine staff,one_hot,categorical_profile,151.53320121765137,9,职业类型。
stage5_lightgbm_smote_gpu,163,ELEVATORS_MEDI,ELEVATORS_MEDI,,numeric,other,148.08001899719238,7,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,164,ORGANIZATION_TYPE_Medicine,ORGANIZATION_TYPE,Medicine,one_hot,categorical_profile,144.86079788208008,8,工作单位/组织类型。
stage5_lightgbm_smote_gpu,165,ORGANIZATION_TYPE_Housing,ORGANIZATION_TYPE,Housing,one_hot,categorical_profile,135.5483913421631,9,工作单位/组织类型。
stage5_lightgbm_smote_gpu,166,FONDKAPREMONT_MODE_org spec account,FONDKAPREMONT_MODE,org spec account,one_hot,other,132.41714096069336,7,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,167,ORGANIZATION_TYPE_Transport: type 2,ORGANIZATION_TYPE,Transport: type 2,one_hot,categorical_profile,131.47173070907593,10,工作单位/组织类型。
stage5_lightgbm_smote_gpu,168,NAME_EDUCATION_TYPE_Lower secondary,NAME_EDUCATION_TYPE,Lower secondary,one_hot,categorical_profile,123.25342035293579,12,教育程度。
stage5_lightgbm_smote_gpu,169,OCCUPATION_TYPE_Private service staff,OCCUPATION_TYPE,Private service staff,one_hot,categorical_profile,123.06988143920898,9,职业类型。
stage5_lightgbm_smote_gpu,170,FONDKAPREMONT_MODE_not specified,FONDKAPREMONT_MODE,not specified,one_hot,other,119.39308977127075,9,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,171,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_LIVE_REGION,,numeric,other,116.59689950942993,10,"Flag if client's permanent address does not match contact address (1=different, 0=same, at region level)"
stage5_lightgbm_smote_gpu,172,ORGANIZATION_TYPE_Other,ORGANIZATION_TYPE,Other,one_hot,categorical_profile,108.34729146957397,11,工作单位/组织类型。
stage5_lightgbm_smote_gpu,173,ORGANIZATION_TYPE_Trade: type 3,ORGANIZATION_TYPE,Trade: type 3,one_hot,categorical_profile,106.45063877105713,10,工作单位/组织类型。
stage5_lightgbm_smote_gpu,174,FLOORSMIN_MEDI,FLOORSMIN_MEDI,,numeric,other,106.42250967025757,9,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,175,ORGANIZATION_TYPE_Trade: type 1,ORGANIZATION_TYPE,Trade: type 1,one_hot,categorical_profile,104.38029861450195,8,工作单位/组织类型。
stage5_lightgbm_smote_gpu,176,ORGANIZATION_TYPE_Industry: type 3,ORGANIZATION_TYPE,Industry: type 3,one_hot,categorical_profile,104.05910968780518,10,工作单位/组织类型。
stage5_lightgbm_smote_gpu,177,ELEVATORS_AVG,ELEVATORS_AVG,,numeric,other,102.79374980926514,9,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,178,NAME_EDUCATION_TYPE_Incomplete higher,NAME_EDUCATION_TYPE,Incomplete higher,one_hot,categorical_profile,102.13238096237183,9,教育程度。
stage5_lightgbm_smote_gpu,179,NAME_HOUSING_TYPE_Rented apartment,NAME_HOUSING_TYPE,Rented apartment,one_hot,categorical_profile,87.84587049484253,9,居住情况。
stage5_lightgbm_smote_gpu,180,ORGANIZATION_TYPE_Restaurant,ORGANIZATION_TYPE,Restaurant,one_hot,categorical_profile,85.10439968109131,6,工作单位/组织类型。
stage5_lightgbm_smote_gpu,181,FLAG_DOCUMENT_8,FLAG_DOCUMENT_8,,numeric,flags_and_contacts,84.87549114227295,7,申请材料中的文件提交标记，反映材料完整性。
stage5_lightgbm_smote_gpu,182,FONDKAPREMONT_MODE_reg oper spec account,FONDKAPREMONT_MODE,reg oper spec account,one_hot,other,83.41978979110718,8,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,183,HOUSETYPE_MODE_specific housing,HOUSETYPE_MODE,specific housing,one_hot,other,81.6383409500122,6,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,184,ORGANIZATION_TYPE_Trade: type 7,ORGANIZATION_TYPE,Trade: type 7,one_hot,categorical_profile,75.62119960784912,6,工作单位/组织类型。
stage5_lightgbm_smote_gpu,185,NAME_HOUSING_TYPE_Municipal apartment,NAME_HOUSING_TYPE,Municipal apartment,one_hot,categorical_profile,71.89791917800903,7,居住情况。
stage5_lightgbm_smote_gpu,186,OCCUPATION_TYPE_Waiters/barmen staff,OCCUPATION_TYPE,Waiters/barmen staff,one_hot,categorical_profile,70.29923057556152,5,职业类型。
stage5_lightgbm_smote_gpu,187,ORGANIZATION_TYPE_Business Entity Type 2,ORGANIZATION_TYPE,Business Entity Type 2,one_hot,categorical_profile,69.36799049377441,6,工作单位/组织类型。
stage5_lightgbm_smote_gpu,188,"NAME_TYPE_SUITE_Spouse, partner",NAME_TYPE_SUITE,"Spouse, partner",one_hot,categorical_profile,69.22494983673096,6,Who was accompanying client when he was applying for the loan
stage5_lightgbm_smote_gpu,189,NAME_HOUSING_TYPE_Co-op apartment,NAME_HOUSING_TYPE,Co-op apartment,one_hot,categorical_profile,68.50279998779297,5,居住情况。
stage5_lightgbm_smote_gpu,190,OCCUPATION_TYPE_Secretaries,OCCUPATION_TYPE,Secretaries,one_hot,categorical_profile,66.61279964447021,5,职业类型。
stage5_lightgbm_smote_gpu,191,NAME_CONTRACT_TYPE_Revolving loans,NAME_CONTRACT_TYPE,Revolving loans,one_hot,categorical_profile,62.66022968292236,4,贷款产品类型。
stage5_lightgbm_smote_gpu,192,ORGANIZATION_TYPE_Postal,ORGANIZATION_TYPE,Postal,one_hot,categorical_profile,62.34290075302124,6,工作单位/组织类型。
stage5_lightgbm_smote_gpu,193,ORGANIZATION_TYPE_Security Ministries,ORGANIZATION_TYPE,Security Ministries,one_hot,categorical_profile,60.57283973693848,10,工作单位/组织类型。
stage5_lightgbm_smote_gpu,194,WALLSMATERIAL_MODE_Wooden,WALLSMATERIAL_MODE,Wooden,one_hot,other,60.08509922027588,5,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,195,ORGANIZATION_TYPE_Government,ORGANIZATION_TYPE,Government,one_hot,categorical_profile,57.36656999588013,5,工作单位/组织类型。
stage5_lightgbm_smote_gpu,196,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_HOUR,,numeric,amount_and_ratio,57.1598596572876,5,Number of enquiries to Credit Bureau about the client one hour before application
stage5_lightgbm_smote_gpu,197,WALLSMATERIAL_MODE_Others,WALLSMATERIAL_MODE,Others,one_hot,other,54.741780281066895,5,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,198,NAME_TYPE_SUITE_Other_B,NAME_TYPE_SUITE,Other_B,one_hot,categorical_profile,54.47472953796387,4,Who was accompanying client when he was applying for the loan
stage5_lightgbm_smote_gpu,199,FLAG_DOCUMENT_18,FLAG_DOCUMENT_18,,numeric,flags_and_contacts,52.85678005218506,4,申请材料中的文件提交标记，反映材料完整性。
stage5_lightgbm_smote_gpu,200,ORGANIZATION_TYPE_Hotel,ORGANIZATION_TYPE,Hotel,one_hot,categorical_profile,52.354429960250854,7,工作单位/组织类型。
stage5_lightgbm_smote_gpu,201,NAME_EDUCATION_TYPE___RARE__,NAME_EDUCATION_TYPE,__RARE__,one_hot,categorical_profile,51.82039952278137,10,教育程度。
stage5_lightgbm_smote_gpu,202,WALLSMATERIAL_MODE_Block,WALLSMATERIAL_MODE,Block,one_hot,other,51.357770919799805,6,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,203,ORGANIZATION_TYPE_Security,ORGANIZATION_TYPE,Security,one_hot,categorical_profile,50.24472999572754,4,工作单位/组织类型。
stage5_lightgbm_smote_gpu,204,ORGANIZATION_TYPE_Transport: type 4,ORGANIZATION_TYPE,Transport: type 4,one_hot,categorical_profile,45.00579023361206,5,工作单位/组织类型。
stage5_lightgbm_smote_gpu,205,ORGANIZATION_TYPE_Business Entity Type 1,ORGANIZATION_TYPE,Business Entity Type 1,one_hot,categorical_profile,42.5275993347168,3,工作单位/组织类型。
stage5_lightgbm_smote_gpu,206,ORGANIZATION_TYPE_Police,ORGANIZATION_TYPE,Police,one_hot,categorical_profile,39.254119873046875,3,工作单位/组织类型。
stage5_lightgbm_smote_gpu,207,NAME_HOUSING_TYPE_Office apartment,NAME_HOUSING_TYPE,Office apartment,one_hot,categorical_profile,37.7877197265625,5,居住情况。
stage5_lightgbm_smote_gpu,208,ORGANIZATION_TYPE_Industry: type 1,ORGANIZATION_TYPE,Industry: type 1,one_hot,categorical_profile,37.26940059661865,2,工作单位/组织类型。
stage5_lightgbm_smote_gpu,209,ORGANIZATION_TYPE_Bank,ORGANIZATION_TYPE,Bank,one_hot,categorical_profile,35.16462993621826,3,工作单位/组织类型。
stage5_lightgbm_smote_gpu,210,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_DAY,,numeric,amount_and_ratio,32.846699714660645,2,Number of enquiries to Credit Bureau about the client one day before application (excluding one hour before application)
stage5_lightgbm_smote_gpu,211,ORGANIZATION_TYPE_Industry: type 11,ORGANIZATION_TYPE,Industry: type 11,one_hot,categorical_profile,29.333409786224365,3,工作单位/组织类型。
stage5_lightgbm_smote_gpu,212,FLAG_DOCUMENT_16,FLAG_DOCUMENT_16,,numeric,flags_and_contacts,28.981900215148926,2,申请材料中的文件提交标记，反映材料完整性。
stage5_lightgbm_smote_gpu,213,ORGANIZATION_TYPE_Culture,ORGANIZATION_TYPE,Culture,one_hot,categorical_profile,27.73427963256836,3,工作单位/组织类型。
stage5_lightgbm_smote_gpu,214,NAME_INCOME_TYPE_infrequent_sklearn,NAME_INCOME_TYPE,infrequent_sklearn,one_hot,categorical_profile,26.424999237060547,2,收入来源类型。
stage5_lightgbm_smote_gpu,215,WALLSMATERIAL_MODE_Mixed,WALLSMATERIAL_MODE,Mixed,one_hot,other,24.983069896697998,3,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,216,ORGANIZATION_TYPE_Industry: type 2,ORGANIZATION_TYPE,Industry: type 2,one_hot,categorical_profile,23.592839241027832,2,工作单位/组织类型。
stage5_lightgbm_smote_gpu,217,ORGANIZATION_TYPE_Services,ORGANIZATION_TYPE,Services,one_hot,categorical_profile,21.319980144500732,2,工作单位/组织类型。
stage5_lightgbm_smote_gpu,218,OCCUPATION_TYPE_Cooking staff,OCCUPATION_TYPE,Cooking staff,one_hot,categorical_profile,20.137020111083984,2,职业类型。
stage5_lightgbm_smote_gpu,219,FLAG_DOCUMENT_2,FLAG_DOCUMENT_2,,numeric,flags_and_contacts,18.957770109176636,4,申请材料中的文件提交标记，反映材料完整性。
stage5_lightgbm_smote_gpu,220,ORGANIZATION_TYPE_Mobile,ORGANIZATION_TYPE,Mobile,one_hot,categorical_profile,18.82110023498535,1,工作单位/组织类型。
stage5_lightgbm_smote_gpu,221,ORGANIZATION_TYPE_Trade: type 6,ORGANIZATION_TYPE,Trade: type 6,one_hot,categorical_profile,16.149580001831055,2,工作单位/组织类型。
stage5_lightgbm_smote_gpu,222,OCCUPATION_TYPE_Realty agents,OCCUPATION_TYPE,Realty agents,one_hot,categorical_profile,14.812860012054443,2,职业类型。
stage5_lightgbm_smote_gpu,223,NAME_TYPE_SUITE___RARE__,NAME_TYPE_SUITE,__RARE__,one_hot,categorical_profile,14.003080368041992,2,Who was accompanying client when he was applying for the loan
stage5_lightgbm_smote_gpu,224,ORGANIZATION_TYPE_Advertising,ORGANIZATION_TYPE,Advertising,one_hot,categorical_profile,13.751099586486816,1,工作单位/组织类型。
stage5_lightgbm_smote_gpu,225,FLAG_DOCUMENT_19,FLAG_DOCUMENT_19,,numeric,flags_and_contacts,12.202099800109863,1,申请材料中的文件提交标记，反映材料完整性。
stage5_lightgbm_smote_gpu,226,ORGANIZATION_TYPE_University,ORGANIZATION_TYPE,University,one_hot,categorical_profile,12.188899993896484,1,工作单位/组织类型。
stage5_lightgbm_smote_gpu,227,ORGANIZATION_TYPE_Electricity,ORGANIZATION_TYPE,Electricity,one_hot,categorical_profile,11.977099895477295,3,工作单位/组织类型。
stage5_lightgbm_smote_gpu,228,OCCUPATION_TYPE_IT staff,OCCUPATION_TYPE,IT staff,one_hot,categorical_profile,10.41510009765625,1,职业类型。
stage5_lightgbm_smote_gpu,229,FLAG_CONT_MOBILE,FLAG_CONT_MOBILE,,numeric,flags_and_contacts,9.448189735412598,1,布尔标记类字段，反映申请材料、联系方式或资产信息是否存在。
stage5_lightgbm_smote_gpu,230,ORGANIZATION_TYPE_Industry: type 4,ORGANIZATION_TYPE,Industry: type 4,one_hot,categorical_profile,8.786849975585938,1,工作单位/组织类型。
stage5_lightgbm_smote_gpu,231,ORGANIZATION_TYPE_Agriculture,ORGANIZATION_TYPE,Agriculture,one_hot,categorical_profile,8.78108024597168,1,工作单位/组织类型。
stage5_lightgbm_smote_gpu,232,ORGANIZATION_TYPE_Telecom,ORGANIZATION_TYPE,Telecom,one_hot,categorical_profile,8.499460220336914,1,工作单位/组织类型。
stage5_lightgbm_smote_gpu,233,NAME_TYPE_SUITE___MISSING__,NAME_TYPE_SUITE,__MISSING__,one_hot,categorical_profile,8.469409942626953,1,Who was accompanying client when he was applying for the loan
stage5_lightgbm_smote_gpu,234,HOUSETYPE_MODE_terraced house,HOUSETYPE_MODE,terraced house,one_hot,other,8.308429956436157,2,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,235,EMERGENCYSTATE_MODE_Yes,EMERGENCYSTATE_MODE,Yes,one_hot,other,7.589280128479004,1,居住房屋所在区域的紧急状态标记。
stage5_lightgbm_smote_gpu,236,ORGANIZATION_TYPE_Insurance,ORGANIZATION_TYPE,Insurance,one_hot,categorical_profile,6.135869979858398,1,工作单位/组织类型。
stage5_lightgbm_smote_gpu,237,FLAG_DOCUMENT_7,FLAG_DOCUMENT_7,,numeric,flags_and_contacts,0.0,0,申请材料中的文件提交标记，反映材料完整性。
stage5_lightgbm_smote_gpu,238,FLAG_DOCUMENT_9,FLAG_DOCUMENT_9,,numeric,flags_and_contacts,0.0,0,申请材料中的文件提交标记，反映材料完整性。
stage5_lightgbm_smote_gpu,239,FLAG_DOCUMENT_11,FLAG_DOCUMENT_11,,numeric,flags_and_contacts,0.0,0,申请材料中的文件提交标记，反映材料完整性。
stage5_lightgbm_smote_gpu,240,FLAG_DOCUMENT_15,FLAG_DOCUMENT_15,,numeric,flags_and_contacts,0.0,0,申请材料中的文件提交标记，反映材料完整性。
stage5_lightgbm_smote_gpu,241,FLAG_DOCUMENT_14,FLAG_DOCUMENT_14,,numeric,flags_and_contacts,0.0,0,申请材料中的文件提交标记，反映材料完整性。
stage5_lightgbm_smote_gpu,242,FLAG_MOBIL,FLAG_MOBIL,,numeric,flags_and_contacts,0.0,0,布尔标记类字段，反映申请材料、联系方式或资产信息是否存在。
stage5_lightgbm_smote_gpu,243,WALLSMATERIAL_MODE_Monolithic,WALLSMATERIAL_MODE,Monolithic,one_hot,other,0.0,0,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor"
stage5_lightgbm_smote_gpu,244,FLAG_DOCUMENT_4,FLAG_DOCUMENT_4,,numeric,flags_and_contacts,0.0,0,申请材料中的文件提交标记，反映材料完整性。
stage5_lightgbm_smote_gpu,245,FLAG_DOCUMENT_17,FLAG_DOCUMENT_17,,numeric,flags_and_contacts,0.0,0,申请材料中的文件提交标记，反映材料完整性。
stage5_lightgbm_smote_gpu,246,FLAG_DOCUMENT_21,FLAG_DOCUMENT_21,,numeric,flags_and_contacts,0.0,0,申请材料中的文件提交标记，反映材料完整性。
stage5_lightgbm_smote_gpu,247,FLAG_DOCUMENT_20,FLAG_DOCUMENT_20,,numeric,flags_and_contacts,0.0,0,申请材料中的文件提交标记，反映材料完整性。
stage5_lightgbm_smote_gpu,248,FLAG_DOCUMENT_10,FLAG_DOCUMENT_10,,numeric,flags_and_contacts,0.0,0,申请材料中的文件提交标记，反映材料完整性。
stage5_lightgbm_smote_gpu,249,FLAG_DOCUMENT_12,FLAG_DOCUMENT_12,,numeric,flags_and_contacts,0.0,0,申请材料中的文件提交标记，反映材料完整性。
stage5_lightgbm_smote_gpu,250,FLAG_DOCUMENT_13,FLAG_DOCUMENT_13,,numeric,flags_and_contacts,0.0,0,申请材料中的文件提交标记，反映材料完整性。
stage5_lightgbm_smote_gpu,251,NAME_TYPE_SUITE_Other_A,NAME_TYPE_SUITE,Other_A,one_hot,categorical_profile,0.0,0,Who was accompanying client when he was applying for the loan
stage5_lightgbm_smote_gpu,252,NAME_FAMILY_STATUS_infrequent_sklearn,NAME_FAMILY_STATUS,infrequent_sklearn,one_hot,categorical_profile,0.0,0,婚姻/家庭状态。
stage5_lightgbm_smote_gpu,253,OCCUPATION_TYPE_HR staff,OCCUPATION_TYPE,HR staff,one_hot,categorical_profile,0.0,0,职业类型。
stage5_lightgbm_smote_gpu,254,CODE_GENDER_infrequent_sklearn,CODE_GENDER,infrequent_sklearn,one_hot,categorical_profile,0.0,0,申请人性别。
stage5_lightgbm_smote_gpu,255,ORGANIZATION_TYPE_Industry: type 12,ORGANIZATION_TYPE,Industry: type 12,one_hot,categorical_profile,0.0,0,工作单位/组织类型。
stage5_lightgbm_smote_gpu,256,ORGANIZATION_TYPE_Emergency,ORGANIZATION_TYPE,Emergency,one_hot,categorical_profile,0.0,0,工作单位/组织类型。
stage5_lightgbm_smote_gpu,257,ORGANIZATION_TYPE_Industry: type 7,ORGANIZATION_TYPE,Industry: type 7,one_hot,categorical_profile,0.0,0,工作单位/组织类型。
stage5_lightgbm_smote_gpu,258,ORGANIZATION_TYPE_Industry: type 5,ORGANIZATION_TYPE,Industry: type 5,one_hot,categorical_profile,0.0,0,工作单位/组织类型。
stage5_lightgbm_smote_gpu,259,ORGANIZATION_TYPE_Trade: type 2,ORGANIZATION_TYPE,Trade: type 2,one_hot,categorical_profile,0.0,0,工作单位/组织类型。
stage5_lightgbm_smote_gpu,260,ORGANIZATION_TYPE___RARE__,ORGANIZATION_TYPE,__RARE__,one_hot,categorical_profile,0.0,0,工作单位/组织类型。
stage5_lightgbm_raw_gpu,1,ext_source_mean,ext_source_mean,,numeric,external_score,118500.71721553802,615,三个外部信用评分的平均水平，用来概括申请人的综合外部信用质量。
stage5_lightgbm_raw_gpu,2,annuity_credit_ratio,annuity_credit_ratio,,numeric,amount_and_ratio,24820.582414627075,1181,分期还款额相对授信金额的压力。
